Release Date,Season,Episode,Episode Title,Name,Sentence,Emotion,Score
2015-06-07,Season 5,Episode 9,The Dance of Dragons,hizdahr,You don't approve?,anger,0.42256200313568115
2015-06-07,Season 5,Episode 9,The Dance of Dragons,tyrion lannister,There's always been more than enough death in the world for my taste. I can do without it in my leisure time.,neutral,0.7853779196739197
2015-06-07,Season 5,Episode 9,The Dance of Dragons,hizdahr,"Fair enough, yet -- it's an unpleasant question -- but what great thing has ever been accomplished without killing or cruelty?",disgust,0.8106687664985657
2015-06-07,Season 5,Episode 9,The Dance of Dragons,tyrion lannister,It's easy to confuse what is with what ought to be. Especially when what is has worked in your favor.,neutral,0.5518913269042969
2015-06-07,Season 5,Episode 9,The Dance of Dragons,hizdahr,I'm not talking about myself. I'm talking about the necessary conditions of greatness.,neutral,0.9511653780937195
2015-06-07,Season 5,Episode 9,The Dance of Dragons,daenerys targaryen,That is greatness?,surprise,0.5684133768081665
2015-06-07,Season 5,Episode 9,The Dance of Dragons,hizdahr,That is a vital part of the great city of Meereen. Which has existed long before you arrived and will remain standing long after we have returned to the dirt.,neutral,0.901793360710144
2015-06-07,Season 5,Episode 9,The Dance of Dragons,tyrion lannister,My father would have liked you.,sadness,0.35674336552619934
2015-06-07,Season 5,Episode 9,The Dance of Dragons,announcer,We ask again,neutral,0.8636584281921387
2015-06-07,Season 5,Episode 9,The Dance of Dragons,daenerys targaryen,One day your great city will return to the dirt as well.,neutral,0.7799163460731506
2015-06-07,Season 5,Episode 9,The Dance of Dragons,hizdahr,At your command?,surprise,0.47165772318840027
2015-06-07,Season 5,Episode 9,The Dance of Dragons,daenerys targaryen,If need be.,neutral,0.9256196022033691
2015-06-07,Season 5,Episode 9,The Dance of Dragons,announcer,A Meereenese champion?,surprise,0.8829786777496338
2015-06-07,Season 5,Episode 9,The Dance of Dragons,hizdahr,How many people will die to make this happen?,surprise,0.5017616152763367
2015-06-07,Season 5,Episode 9,The Dance of Dragons,daenerys targaryen,If it comes to that they would have died for a good reason.,neutral,0.5117495059967041
2015-06-07,Season 5,Episode 9,The Dance of Dragons,hizdahr,Those men think they're dying for a good reason.,neutral,0.7747587561607361
2015-06-07,Season 5,Episode 9,The Dance of Dragons,daenerys targaryen,Someone else's reason.,neutral,0.7099575400352478
2015-06-07,Season 5,Episode 9,The Dance of Dragons,hizdahr,"So your reasons are true, and theirs are false. They don't know their own minds, but you do.",neutral,0.6894619464874268
2015-06-07,Season 5,Episode 9,The Dance of Dragons,tyrion lannister,"Well said, you're an eloquent man. Doesn't mean you're wrong. In my experience, eloquent men are right every bit as often as imbeciles.",neutral,0.9432899951934814
2015-06-07,Season 5,Episode 9,The Dance of Dragons,announcer,or a Westerosi Knight?!,surprise,0.9390173554420471
2015-06-07,Season 5,Episode 9,The Dance of Dragons,jorah mormont,"I fight and die for your glory, oh glorious Queen.",anger,0.4850563406944275
2015-06-07,Season 5,Episode 9,The Dance of Dragons,hizdahr,Your Grace--,neutral,0.681641697883606
2015-06-07,Season 5,Episode 9,The Dance of Dragons,daario,Shut your mouth.,anger,0.8938443660736084
2015-06-07,Season 5,Episode 9,The Dance of Dragons,tyrion lannister,You can end this.,neutral,0.5383649468421936
2015-06-07,Season 5,Episode 9,The Dance of Dragons,hizdahr,She cannot.,neutral,0.5742592811584473
2015-06-07,Season 5,Episode 9,The Dance of Dragons,tyrion lannister,You can!,joy,0.3501371741294861
2015-06-07,Season 5,Episode 9,The Dance of Dragons,daario,Protect your queen!,anger,0.8198964595794678
2015-06-07,Season 5,Episode 9,The Dance of Dragons,hizdahr,"Your Grace, Your Grace, come with me! I know a way out! I know a way--",anger,0.38838765025138855
2015-06-07,Season 5,Episode 9,The Dance of Dragons,tyrion lannister,Stay close!,neutral,0.7548707723617554
2015-06-07,Season 5,Episode 9,The Dance of Dragons,jorah mormont,This way!,anger,0.3374379277229309
2015-06-07,Season 5,Episode 9,The Dance of Dragons,daario,"The other side, follow me!",anger,0.5914732217788696
2015-06-07,Season 5,Episode 9,The Dance of Dragons,daenerys targaryen,Drogon!,anger,0.4000547230243683
2015-06-07,Season 5,Episode 9,The Dance of Dragons,daenerys targaryen,Valahd..,neutral,0.7299661040306091
2015-06-07,Season 5,Episode 9,The Dance of Dragons,end,EPISODE,neutral,0.9397589564323425
2015-06-14,Season 5,Episode 10,Mother’s Mercy,melisandre,"The Lord of Light has made good on his promise, my king. His fires have melted the snows away. The way ahead is clear.",neutral,0.9445514678955078
2015-06-14,Season 5,Episode 10,Mother’s Mercy,stannis baratheon,We ride for Winterfell.,fear,0.5699533224105835
2015-06-14,Season 5,Episode 10,Mother’s Mercy,melisandre,And you will take it. The Lord has shown me Bolton banners burning. You will receive what is yours by right.,anger,0.5241855382919312
2015-06-14,Season 5,Episode 10,Mother’s Mercy,soldier,Your Grace.,neutral,0.8369210958480835
2015-06-14,Season 5,Episode 10,Mother’s Mercy,stannis baratheon,Prepare to form up.,neutral,0.6269395351409912
2015-06-14,Season 5,Episode 10,Mother’s Mercy,stannis baratheon,Tell me.,neutral,0.8325085639953613
2015-06-14,Season 5,Episode 10,Mother’s Mercy,soldier,The men. Many deserted before dawn.,sadness,0.6385929584503174
2015-06-14,Season 5,Episode 10,Mother’s Mercy,stannis baratheon,How many?,surprise,0.6865659356117249
2015-06-14,Season 5,Episode 10,Mother’s Mercy,soldier,"Nearly half. All the sell-swords, with all the horses.",neutral,0.7650931477546692
2015-06-14,Season 5,Episode 10,Mother’s Mercy,soldier,Your Grace?,surprise,0.845594584941864
2015-06-14,Season 5,Episode 10,Mother’s Mercy,stannis baratheon,Speak up. It can't be worse than mutiny.,disgust,0.5587757229804993
2015-06-14,Season 5,Episode 10,Mother’s Mercy,stannis baratheon,Cut her down.,anger,0.8183455467224121
2015-06-14,Season 5,Episode 10,Mother’s Mercy,soldier,Your Grace. The Lady Melisandre was just seen riding out of camp.,neutral,0.8790954351425171
2015-06-14,Season 5,Episode 10,Mother’s Mercy,stannis baratheon,Get the men into marching formation. On to Winterfell.,neutral,0.7368643879890442
2015-06-14,Season 5,Episode 10,Mother’s Mercy,jon snow,"He raised his hands. And they all stood up at once. Tens of thousands of them, the biggest army in the world.",neutral,0.8510992527008057
2015-06-14,Season 5,Episode 10,Mother’s Mercy,sam,So what are you gonna do?,surprise,0.44396087527275085
2015-06-14,Season 5,Episode 10,Mother’s Mercy,jon snow,I'm gonna hope they don't learn how to climb the wall.,neutral,0.6721037030220032
2015-06-14,Season 5,Episode 10,Mother’s Mercy,sam,But… the Dragonglass?,surprise,0.8423324823379517
2015-06-14,Season 5,Episode 10,Mother’s Mercy,jon snow,"No one's ever getting that back, now. It wouldn't have mattered anyway, unless we had a mountain of it.",neutral,0.8827128410339355
2015-06-14,Season 5,Episode 10,Mother’s Mercy,sam,But… you killed a White Walker.,disgust,0.37326374650001526
2015-06-14,Season 5,Episode 10,Mother’s Mercy,jon snow,With Longclaw. I saw them shatter steel axes like they were glass. But Longclaw…,anger,0.5487341284751892
2015-06-14,Season 5,Episode 10,Mother’s Mercy,sam,He's made of Valyrian steel. How many Valyrian steel swords are left in the Seven Kingdoms?,neutral,0.6805731654167175
2015-06-14,Season 5,Episode 10,Mother’s Mercy,jon snow,Not enough. The first Lord Commander in history to sacrifice the lives of sworn Brothers to save the lives of Wildlings. How's it feel to be friends with the most hated man in Castle Black?,anger,0.6411738991737366
2015-06-14,Season 5,Episode 10,Mother’s Mercy,sam,You were friends with me when I first got here. And I wasn't winning any elections back then.,neutral,0.70130854845047
2015-06-14,Season 5,Episode 10,Mother’s Mercy,jon snow,Here's to us then. Long may they sneer.,disgust,0.5454984903335571
2015-06-14,Season 5,Episode 10,Mother’s Mercy,jon snow,What?,surprise,0.9222370982170105
2015-06-14,Season 5,Episode 10,Mother’s Mercy,sam,"I wanted to ask you something. To ask something of you. Send me, Gilly, and the baby to Oldtown so I can become a Maester. That's what I'm meant to be, not this.",neutral,0.8704338669776917
2015-06-14,Season 5,Episode 10,Mother’s Mercy,jon snow,"I need you here, Sam. If you leave, who's left to give me advice I trust?",neutral,0.5822799801826477
2015-06-14,Season 5,Episode 10,Mother’s Mercy,sam,"Well, there's Edd.",neutral,0.9172765016555786
2015-06-14,Season 5,Episode 10,Mother’s Mercy,sam,"I'll be more use to you as a Maester. More use to everyone now that Maester Aemon's gone. The Citadel has the worldo s greatest library. I'll learn about history, strategy, healing. And other things. Things that will help when they come.",neutral,0.9472547769546509
2015-06-14,Season 5,Episode 10,Mother’s Mercy,sam,"If Gilly stays here then she'll die. And the baby that she named after me will die. And I'll end up dying, too, trying to protect them. Which means that the last thing that I'll see in this world will be the look in her eyes when I fail them. I'd rather see a thousand White Walkers than see that.",sadness,0.7176172733306885
2015-06-14,Season 5,Episode 10,Mother’s Mercy,sam,Thank you.,neutral,0.666360080242157
2015-06-14,Season 5,Episode 10,Mother’s Mercy,jon snow,"You know that The Citadel will make you swear off women, too.",anger,0.3438083827495575
2015-06-14,Season 5,Episode 10,Mother’s Mercy,sam,They'll bloody try.,anger,0.904364824295044
2015-06-14,Season 5,Episode 10,Mother’s Mercy,jon snow,Sam?,surprise,0.8965185880661011
2015-06-14,Season 5,Episode 10,Mother’s Mercy,sam,What?,surprise,0.9222370982170105
2015-06-14,Season 5,Episode 10,Mother’s Mercy,jon snow,Sam…,neutral,0.7107738256454468
2015-06-14,Season 5,Episode 10,Mother’s Mercy,jon snow,You've just been beaten half to death. How did you--,surprise,0.387592613697052
2015-06-14,Season 5,Episode 10,Mother’s Mercy,sam,Very carefully.,neutral,0.8895388245582581
2015-06-14,Season 5,Episode 10,Mother’s Mercy,jon snow,I'm glad the end of the worldo s working out for someone.,joy,0.9816111922264099
2015-06-14,Season 5,Episode 10,Mother’s Mercy,sam,I'll come back.,neutral,0.8104534149169922
2015-06-14,Season 5,Episode 10,Mother’s Mercy,jon snow,To your return.,neutral,0.7694249749183655
2015-06-14,Season 5,Episode 10,Mother’s Mercy,sam,To my return.,joy,0.4477543532848358
2015-06-14,Season 5,Episode 10,Mother’s Mercy,podrick,My lady! Stannis. Stannis Baratheon is coming. His whole army.,surprise,0.4741552174091339
2015-06-14,Season 5,Episode 10,Mother’s Mercy,brienne,How do you know it's Stannis?,surprise,0.8784597516059875
2015-06-14,Season 5,Episode 10,Mother’s Mercy,podrick,He's carrying his flaming heart banners. From the Blackwater. I'll never forget it.,anger,0.5420768857002258
2015-06-14,Season 5,Episode 10,Mother’s Mercy,stannis baratheon,Trench here. Another one 300 yards from the castle wall. Hurry them along. And send out a foraging party immediately. The siege begins at sunrise.,neutral,0.8523314595222473
2015-06-14,Season 5,Episode 10,Mother’s Mercy,soldier,"There's not going to be a siege, Your Grace.",neutral,0.9263172745704651
2015-06-14,Season 5,Episode 10,Mother’s Mercy,stannis baratheon,Bolton has women fighting for him.,neutral,0.9413187503814697
2015-06-14,Season 5,Episode 10,Mother’s Mercy,brienne,I do not fight for the Boltons. I'm Brienne of Tarth. I was Kingsguard to Renly Baratheon. I was there when he was murdered by a shadow with your face. You murdered him? With blood magic?,anger,0.5843175053596497
2015-06-14,Season 5,Episode 10,Mother’s Mercy,stannis baratheon,I did.,neutral,0.9314903616905212
2015-06-14,Season 5,Episode 10,Mother’s Mercy,brienne,"In the name of Renly of House Baratheon, First of his Name, Rightful King of the Andals and the First Men, Lord of the Seven Kingdoms, and Protector of the Realm, I, Brienne of Tarth, sentence you to die. Do you have any last words?",neutral,0.48760947585105896
2015-06-14,Season 5,Episode 10,Mother’s Mercy,stannis baratheon,"Go on, do your duty.",anger,0.8552086353302002
2015-06-14,Season 5,Episode 10,Mother’s Mercy,ramsay bolton,Looks like we're done here.,neutral,0.8485128283500671
2015-06-14,Season 5,Episode 10,Mother’s Mercy,survivor,I surrender. I surrender!,anger,0.9287776947021484
2015-06-14,Season 5,Episode 10,Mother’s Mercy,ramsay bolton,And I accept your surrender.,neutral,0.5412759780883789
2015-06-14,Season 5,Episode 10,Mother’s Mercy,ramsay bolton,Let's head back. My wife must be lonely.,sadness,0.939276933670044
2015-06-14,Season 5,Episode 10,Mother’s Mercy,myranda,My lady. I have come to escort you back to your chamber.,neutral,0.42824921011924744
2015-06-14,Season 5,Episode 10,Mother’s Mercy,theon greyjoy,Go with her. Please.,fear,0.30653929710388184
2015-06-14,Season 5,Episode 10,Mother’s Mercy,sansa stark,"I know what Ramsay is. I know what he'll do to me. If I'm going to die, let it happen while there's some of me left.",neutral,0.3659895956516266
2015-06-14,Season 5,Episode 10,Mother’s Mercy,myranda,"Die? Who said anything about dying? You can't die yet. Your father was Warden of the North, and Ramsay needs you. Though I suppose he doesn't need all of you. Just the parts he'll use to make his heir. Until you've given him a boy or two and he's finished using them. He's got incredible plans for those parts. So. Shall we wait for him to come back, or shall we begin now?",neutral,0.8253952860832214
2015-06-14,Season 5,Episode 10,Mother’s Mercy,myranda,You're leaving it to me? Good. Let's begin.,neutral,0.4495197832584381
2015-06-14,Season 5,Episode 10,Mother’s Mercy,myranda,Stop! Stop!,anger,0.8824662566184998
2015-06-14,Season 5,Episode 10,Mother’s Mercy,man,Open the gates!,surprise,0.3876936435699463
2015-06-14,Season 5,Episode 10,Mother’s Mercy,theon greyjoy,He's coming back.,neutral,0.7620641589164734
2015-06-14,Season 5,Episode 10,Mother’s Mercy,meryn,I can see I have my work cut out for me.You two. Out.,neutral,0.48989108204841614
2015-06-14,Season 5,Episode 10,Mother’s Mercy,arya stark,"You were the first person on my list, you know. For killing Syrio Forel, remember him? Probably not. I've gotten a few of the others. The Many Faced God stole a few more for me. I'm glad he left me you. Do you know who I am?",joy,0.8182510733604431
2015-06-14,Season 5,Episode 10,Mother’s Mercy,arya stark,I can't hear you.,sadness,0.30466070771217346
2015-06-14,Season 5,Episode 10,Mother’s Mercy,arya stark,You know who I am. I'm Arya Stark.,neutral,0.9327632188796997
2015-06-14,Season 5,Episode 10,Mother’s Mercy,arya stark,Do you know who you are?,surprise,0.6177091598510742
2015-06-14,Season 5,Episode 10,Mother’s Mercy,arya stark,You're no one. You're nothing.,anger,0.6311011910438538
2015-06-14,Season 5,Episode 10,Mother’s Mercy,jaqen hghar,A girl has taken a life. The wrong life.,disgust,0.5211544036865234
2015-06-14,Season 5,Episode 10,Mother’s Mercy,waif,I was right about her.,neutral,0.6723086833953857
2015-06-14,Season 5,Episode 10,Mother’s Mercy,jaqen hghar,You were.,neutral,0.47540539503097534
2015-06-14,Season 5,Episode 10,Mother’s Mercy,waif,You're not ready. Not at all.,sadness,0.29096081852912903
2015-06-14,Season 5,Episode 10,Mother’s Mercy,jaqen hghar,That man's life wasn't yours to take. A girl stole from the Many Faced God. Now a debt is owed.,anger,0.5900675654411316
2015-06-14,Season 5,Episode 10,Mother’s Mercy,jaqen hghar,Only death can pay for life.,neutral,0.7564387321472168
2015-06-14,Season 5,Episode 10,Mother’s Mercy,arya stark,"No! No! No, you don't die! Don't die!",anger,0.5417588949203491
2015-06-14,Season 5,Episode 10,Mother’s Mercy,waif,Why are you crying?,surprise,0.5485504269599915
2015-06-14,Season 5,Episode 10,Mother’s Mercy,arya stark,He was my friend.,disgust,0.6140666604042053
2015-06-14,Season 5,Episode 10,Mother’s Mercy,waif,No he wasn't. Didn't you listen to him?,anger,0.6419723629951477
2015-06-14,Season 5,Episode 10,Mother’s Mercy,jaqen hghar,He was no one.,neutral,0.37079745531082153
2015-06-14,Season 5,Episode 10,Mother’s Mercy,arya stark,But if you're… Who's this?,surprise,0.8990838527679443
2015-06-14,Season 5,Episode 10,Mother’s Mercy,jaqen hghar,No one at all. Just as a girl should have been before she took a face from the hall.,disgust,0.5848252177238464
2015-06-14,Season 5,Episode 10,Mother’s Mercy,jaqen hghar,The faces are for no one.,neutral,0.8202664852142334
2015-06-14,Season 5,Episode 10,Mother’s Mercy,jaqen hghar,You are still someone.,neutral,0.547639012336731
2015-06-14,Season 5,Episode 10,Mother’s Mercy,jaqen hghar,And to someone…,surprise,0.7558661699295044
2015-06-14,Season 5,Episode 10,Mother’s Mercy,jaqen hghar,the faces are as good as poison.,disgust,0.9353353977203369
2015-06-14,Season 5,Episode 10,Mother’s Mercy,arya stark,I can't see!,surprise,0.8430907726287842
2015-06-14,Season 5,Episode 10,Mother’s Mercy,arya stark,What's happening?! What's happening?!,surprise,0.6463114023208618
2015-06-14,Season 5,Episode 10,Mother’s Mercy,doran,I wish you a safe journey home.,sadness,0.6140893697738647
2015-06-14,Season 5,Episode 10,Mother’s Mercy,jaime lannister,Thank you.,neutral,0.666360080242157
2015-06-14,Season 5,Episode 10,Mother’s Mercy,ellaria,Forgive me child. I wish you all the happiness in the world.,sadness,0.6312424540519714
2015-06-14,Season 5,Episode 10,Mother’s Mercy,bronn,Maybe I'll come visit you sometime.,joy,0.5176516771316528
2015-06-14,Season 5,Episode 10,Mother’s Mercy,tyene,Maybe I'll come visit you.,joy,0.5103898048400879
2015-06-14,Season 5,Episode 10,Mother’s Mercy,bronn,Don't wait too long. I've a noble woman to marry back home.,neutral,0.7044575810432434
2015-06-14,Season 5,Episode 10,Mother’s Mercy,tyene,"You want a good girl, but you need the bad pussy.",disgust,0.6269344687461853
2015-06-14,Season 5,Episode 10,Mother’s Mercy,jaime lannister,"Whenever you're ready, My Lord.",neutral,0.5871089100837708
2015-06-14,Season 5,Episode 10,Mother’s Mercy,jaime lannister,Try not to lose it this time.,neutral,0.860482931137085
2015-06-14,Season 5,Episode 10,Mother’s Mercy,myrcella,I'll never take it off again.,neutral,0.3546068072319031
2015-06-14,Season 5,Episode 10,Mother’s Mercy,jaime lannister,I know you didn't want to leave Dorne. But I'm glad you're coming home. Your mother's desperate to see you. And I'm glad Trystane's coming with us. He seems like a nice boy. You're lucky. Arranged marriages are rarely so… so well arranged.,joy,0.9278215169906616
2015-06-14,Season 5,Episode 10,Mother’s Mercy,myrcella,Do you think mother will like him.,neutral,0.6903415322303772
2015-06-14,Season 5,Episode 10,Mother’s Mercy,jaime lannister,"If she sees you're happy, I'm sure she will.",joy,0.8011029958724976
2015-06-14,Season 5,Episode 10,Mother’s Mercy,myrcella,And you really believe that?,surprise,0.9577290415763855
2015-06-14,Season 5,Episode 10,Mother’s Mercy,jaime lannister,Have you ever known your mother to like anyone aside from her children?,neutral,0.5723798871040344
2015-06-14,Season 5,Episode 10,Mother’s Mercy,myrcella,She likes you.,joy,0.49616774916648865
2015-06-14,Season 5,Episode 10,Mother’s Mercy,jaime lannister,"I'm not so sure about that. Listen. There's something I've wanted to tell you. Something I should have told you long ago. So. Now that you've seen more of the world, you've learned how complicated things can be. People can be. The Lannisters and the Martells have hated each other for years, but you've fallen in love with Trystane. It was an accident, really, I mean what were the chances? You happen to fall in love with the man you were assigned to marry? My point is… we don't choose whom we love. We just… It's beyond our control. I sound like an idiot.",neutral,0.31449857354164124
2015-06-14,Season 5,Episode 10,Mother’s Mercy,myrcella,No you don't.,neutral,0.531750500202179
2015-06-14,Season 5,Episode 10,Mother’s Mercy,jaime lannister,What I'm trying to say. What I'm trying and failing to say…,disgust,0.29291701316833496
2015-06-14,Season 5,Episode 10,Mother’s Mercy,myrcella,I know what you're trying to say.,disgust,0.3042718768119812
2015-06-14,Season 5,Episode 10,Mother’s Mercy,jaime lannister,No. I'm afraid you don't.,fear,0.9665229320526123
2015-06-14,Season 5,Episode 10,Mother’s Mercy,myrcella,I do.,neutral,0.8885512351989746
2015-06-14,Season 5,Episode 10,Mother’s Mercy,myrcella,I know. About you and mother. I think a part of me always knew. And I'm glad. I'm glad that you're my father.,joy,0.9627510905265808
2015-06-14,Season 5,Episode 10,Mother’s Mercy,jaime lannister,Myrcella?,surprise,0.5996477603912354
2015-06-14,Season 5,Episode 10,Mother’s Mercy,jaime lannister,Myrcella?!,surprise,0.937328040599823
2015-06-14,Season 5,Episode 10,Mother’s Mercy,jaime lannister,Myrcella?! Myrcella?!,surprise,0.9282266497612
2015-06-14,Season 5,Episode 10,Mother’s Mercy,tyrion lannister,"You love her, don't you? How could you not. Of course, it's hopeless for the both of you. Sellsword from the fighting pits, a disgraced knight. Neither one of you is fit consort for a queen. But, we always want the wrong woman.",disgust,0.41094741225242615
2015-06-14,Season 5,Episode 10,Mother’s Mercy,daario,Does he always talk so much?,surprise,0.6336504817008972
2015-06-14,Season 5,Episode 10,Mother’s Mercy,grey worm,Jorah the Andal.,disgust,0.704777717590332
2015-06-14,Season 5,Episode 10,Mother’s Mercy,jorah mormont,Torgo Nudho.,neutral,0.3231034278869629
2015-06-14,Season 5,Episode 10,Mother’s Mercy,grey worm,You should not be here.,neutral,0.29778456687927246
2015-06-14,Season 5,Episode 10,Mother’s Mercy,daario,"No, but he is.",neutral,0.5728508830070496
2015-06-14,Season 5,Episode 10,Mother’s Mercy,grey worm,Our queen ordered him exiled from city.,disgust,0.428718239068985
2015-06-14,Season 5,Episode 10,Mother’s Mercy,daario,Our queen would be dead if not for him.,sadness,0.7176534533500671
2015-06-14,Season 5,Episode 10,Mother’s Mercy,missandei,It's true. And I would be dead if not for the… little man.,sadness,0.4174948036670685
2015-06-14,Season 5,Episode 10,Mother’s Mercy,tyrion lannister,Dwarf. I believe that's the word. Apologies. My Valyrian is a bit “nostril”.,disgust,0.380313515663147
2015-06-14,Season 5,Episode 10,Mother’s Mercy,missandei,A bit “rusty”.,neutral,0.49225130677223206
2015-06-14,Season 5,Episode 10,Mother’s Mercy,tyrion lannister,Rusty” Thank you.,joy,0.6701458096504211
2015-06-14,Season 5,Episode 10,Mother’s Mercy,grey worm,I am sorry. Sorry I am not there to fight for my queen.,sadness,0.9502465128898621
2015-06-14,Season 5,Episode 10,Mother’s Mercy,daario,You missed a good scrap.,sadness,0.46491730213165283
2015-06-14,Season 5,Episode 10,Mother’s Mercy,jorah mormont,None of that matters now. The longer we sit here bantering the longer Daenerys is out there in the wilderness.,neutral,0.8070083260536194
2015-06-14,Season 5,Episode 10,Mother’s Mercy,tyrion lannister,"He's right. The dragon headed north. If we're going to find her, that's where we're to go.",neutral,0.9717490077018738
2015-06-14,Season 5,Episode 10,Mother’s Mercy,jorah mormont,We? You're a Lannister. The Queen intends to remove your family from power.,disgust,0.42006415128707886
2015-06-14,Season 5,Episode 10,Mother’s Mercy,tyrion lannister,And I intend to help her do it.,neutral,0.48998093605041504
2015-06-14,Season 5,Episode 10,Mother’s Mercy,jorah mormont,You've been here for how many days now? I've fought for her for years. Since she was little more than a child.,neutral,0.932711124420166
2015-06-14,Season 5,Episode 10,Mother’s Mercy,tyrion lannister,You betrayed her!,anger,0.8824765086174011
2015-06-14,Season 5,Episode 10,Mother’s Mercy,jorah mormont,Careful now.,fear,0.6947119235992432
2015-06-14,Season 5,Episode 10,Mother’s Mercy,tyrion lannister,"And she exiled you, twice, I believe?",surprise,0.3890925645828247
2015-06-14,Season 5,Episode 10,Mother’s Mercy,jorah mormont,The second time thanks to you.,joy,0.8300254344940186
2015-06-14,Season 5,Episode 10,Mother’s Mercy,tyrion lannister,"Don't blame me for your crimes, Mormont.",anger,0.8447288870811462
2015-06-14,Season 5,Episode 10,Mother’s Mercy,daario,"He's right. The Queen exiled Jorah. And he's right, Jorah saved her life. Perhaps she feels differently about him now. Perhaps not. The only way we'll know is if we ask her.",neutral,0.9163470268249512
2015-06-14,Season 5,Episode 10,Mother’s Mercy,tyrion lannister,"Fine, fine, I suppose he can join us. Just as long as he promises not to kill me in my sleep.",neutral,0.513486385345459
2015-06-14,Season 5,Episode 10,Mother’s Mercy,jorah mormont,If I ever kill you your eyes will be wide open.,anger,0.6604604721069336
2015-06-14,Season 5,Episode 10,Mother’s Mercy,daario,"Forgive me, but why would we bring you?",anger,0.8129464983940125
2015-06-14,Season 5,Episode 10,Mother’s Mercy,tyrion lannister,Pardon me?,neutral,0.45023784041404724
2015-06-14,Season 5,Episode 10,Mother’s Mercy,daario,Have you ever tracked animals in the wilderness?,neutral,0.6067303419113159
2015-06-14,Season 5,Episode 10,Mother’s Mercy,tyrion lannister,"Not precisely, but I have other skills that'd be very useful--",neutral,0.9146472811698914
2015-06-14,Season 5,Episode 10,Mother’s Mercy,daario,Can you fight?,neutral,0.5085866451263428
2015-06-14,Season 5,Episode 10,Mother’s Mercy,tyrion lannister,I have fought. I don't claim to be a great warrior.,neutral,0.8382608294487
2015-06-14,Season 5,Episode 10,Mother’s Mercy,daario,Are you good on a horse?,neutral,0.6881867051124573
2015-06-14,Season 5,Episode 10,Mother’s Mercy,tyrion lannister,Middling.,disgust,0.43036285042762756
2015-06-14,Season 5,Episode 10,Mother’s Mercy,daario,So mainly you talk?,neutral,0.8430834412574768
2015-06-14,Season 5,Episode 10,Mother’s Mercy,tyrion lannister,And drink. I've survived so far.,neutral,0.8344780206680298
2015-06-14,Season 5,Episode 10,Mother’s Mercy,daario,"Which I respect. But you would not help us on this expedition. You would help us here in Meereen, though. None of us have any experience governing a city, except for him. You want to prove your value to the queen? Prove it right here in Meereen.",anger,0.592287003993988
2015-06-14,Season 5,Episode 10,Mother’s Mercy,jorah mormont,He's a foreign dwarf that barely speaks the language. Why would the Meereenese listen to him?,surprise,0.5839251279830933
2015-06-14,Season 5,Episode 10,Mother’s Mercy,daario,They wouldn't. They will listen to Grey Worm.,neutral,0.4488759934902191
2015-06-14,Season 5,Episode 10,Mother’s Mercy,grey worm,I'll come with you. I'll find our queen.,neutral,0.9215742945671082
2015-06-14,Season 5,Episode 10,Mother’s Mercy,missandei,You are not strong enough to go anywhere.,neutral,0.8078455328941345
2015-06-14,Season 5,Episode 10,Mother’s Mercy,grey worm,I am.,neutral,0.7359967827796936
2015-06-14,Season 5,Episode 10,Mother’s Mercy,daario,"He is, he's the toughest man with no balls I've ever met. But you still can't go. The people believe in you. They know you speak for the queen.",neutral,0.5543962121009827
2015-06-14,Season 5,Episode 10,Mother’s Mercy,missandei,"It's true. Only the Unsullied can keep the peace in Meereen. If you leave, half the city will consume the other half.",neutral,0.7180086970329285
2015-06-14,Season 5,Episode 10,Mother’s Mercy,daario,"And Missandei. Our queen trusts no one more than Missandei. Certainly not me. The queen's closest confidant, the commander of the Unsullied, and the foreign dwarf with the scarred face. Good fortune, my friends, Meereen is ancient and glorious. Try not to ruin her. Looks like it's you and me, Jorah the Andal. Let's find some good horses. We have so much to talk about.",disgust,0.3631991446018219
2015-06-14,Season 5,Episode 10,Mother’s Mercy,voice,"Hello, old friend.",joy,0.4641723930835724
2015-06-14,Season 5,Episode 10,Mother’s Mercy,varys,I thought we were so happy together until you abandoned me.,sadness,0.7114269733428955
2015-06-14,Season 5,Episode 10,Mother’s Mercy,tyrion lannister,I suppose there's no point in asking how you found me.,neutral,0.8227611780166626
2015-06-14,Season 5,Episode 10,Mother’s Mercy,varys,"The birds sing in the west, the birds sing in the east. If one knows how to listen. They tell me you've already found favor with the Mother of Dragons.",neutral,0.9457738399505615
2015-06-14,Season 5,Episode 10,Mother’s Mercy,tyrion lannister,"Well, she didn't execute me, so that's a promising start. Now the heroes are off to find her, and I'm stuck here, trying to placate a city on the brink of civil war. Any advice for an old comrade?",neutral,0.7843055725097656
2015-06-14,Season 5,Episode 10,Mother’s Mercy,varys,Information is the key. You need to learn your enemies' strengths and strategies. You need to learn which of your friends are not your friends.,neutral,0.9446837306022644
2015-06-14,Season 5,Episode 10,Mother’s Mercy,tyrion lannister,If only I knew someone with a vast network of spies.,neutral,0.7551971077919006
2015-06-14,Season 5,Episode 10,Mother’s Mercy,varys,"If only. A grand old city, choking on violence, corruption, and deceit. Who could possibly have any experience managing such a massive, ungainly beast?",disgust,0.547071099281311
2015-06-14,Season 5,Episode 10,Mother’s Mercy,tyrion lannister,I did miss you.,sadness,0.9687163829803467
2015-06-14,Season 5,Episode 10,Mother’s Mercy,varys,"Oh, I know.",disgust,0.48464998602867126
